ride_id,driver_id,estimated_fare,actual_fare,estimated_distance,actual_distance,otp_verified,complaint,fraud_label
RIDE8403,DRV70,445,428.89,7.37,7.61,True,0,0
RIDE8404,DRV72,941,973.1,10.52,10.99,True,0,0
RIDE8405,DRV35,630,635.18,2.12,2.03,True,0,0
RIDE8406,DRV65,148,156.0,15.95,16.25,True,0,0
RIDE8407,DRV40,864,991.15,18.38,19.22,True,0,0
RIDE8408,DRV70,262,277.49,13.19,14.42,True,0,0
RIDE8409,DRV97,173,170.66,5.24,5.02,True,0,0
RIDE8410,DRV32,921,1791.09,18.4,31.52,True,1,1
RIDE8411,DRV82,320,309.99,10.92,11.52,False,0,0
RIDE8412,DRV35,214,221.05,15.68,16.62,True,0,0
RIDE8413,DRV21,779,755.05,13.29,13.74,True,1,0
RIDE8414,DRV60,648,1369.2,17.93,30.1,True,1,1
RIDE8415,DRV31,127,132.67,15.56,15.24,True,0,0
RIDE8416,DRV59,201,196.21,1.38,1.33,True,1,0
RIDE8417,DRV66,106,112.55,18.14,17.29,True,0,0
RIDE8418,DRV100,965,1032.13,4.4,4.75,True,0,0
RIDE8419,DRV56,610,857.37,2.44,4.11,True,1,1
RIDE8420,DRV87,784,730.27,15.3,16.36,True,0,0
RIDE8421,DRV81,290,535.29,2.07,3.02,True,1,1
RIDE8422,DRV2,388,350.07,2.23,2.26,True,1,0
RIDE8423,DRV33,173,188.2,11.94,12.28,False,0,0
RIDE8424,DRV52,247,279.99,14.85,14.99,True,1,0
RIDE8425,DRV57,326,365.43,11.2,11.74,False,0,0
RIDE8426,DRV94,416,463.49,4.41,4.27,True,0,0
RIDE8427,DRV37,867,1464.9,17.33,29.06,False,1,1
RIDE8428,DRV15,619,1261.8,1.2,2.26,False,1,1
RIDE8429,DRV10,274,294.43,13.98,13.88,True,0,0
RIDE8430,DRV3,408,390.91,1.72,1.74,True,0,0
RIDE8431,DRV47,536,507.19,2.13,2.08,True,0,0
RIDE8432,DRV56,132,123.51,2.79,2.85,True,0,0
RIDE8433,DRV95,1000,1058.0,18.91,20.3,True,0,0
RIDE8434,DRV34,345,341.81,11.21,11.98,True,0,0
RIDE8435,DRV38,513,836.23,16.81,29.74,True,1,1
RIDE8436,DRV45,409,641.16,1.88,2.8,False,1,1
RIDE8437,DRV79,902,1007.46,13.96,13.69,True,0,0
RIDE8438,DRV88,290,274.68,5.82,5.6,False,1,0
RIDE8439,DRV60,941,1008.57,3.86,4.03,True,0,0
RIDE8440,DRV13,876,981.13,8.37,8.18,True,0,0
RIDE8441,DRV8,314,302.93,14.61,15.53,True,0,0
RIDE8442,DRV69,223,201.98,6.39,6.36,True,0,0
RIDE8443,DRV85,454,505.44,15.75,17.16,True,0,0
RIDE8444,DRV36,836,836.49,10.13,11.06,True,0,0
RIDE8445,DRV11,236,216.7,13.79,14.13,True,0,0
RIDE8446,DRV66,988,1024.17,8.3,8.89,False,1,0
RIDE8447,DRV11,866,987.34,18.01,19.03,True,0,0
RIDE8448,DRV56,714,674.83,14.81,16.04,True,0,0
RIDE8449,DRV86,558,782.31,15.43,23.95,True,1,1
RIDE8450,DRV51,649,1220.51,18.18,32.61,True,1,1
RIDE8451,DRV55,123,111.12,6.75,7.18,True,1,0
RIDE8452,DRV100,510,521.8,7.97,8.46,False,0,0
RIDE8453,DRV1,227,475.23,6.84,12.0,True,1,1
RIDE8454,DRV12,270,245.42,12.27,13.02,True,0,0
RIDE8455,DRV27,663,938.17,19.06,34.21,False,1,1
RIDE8456,DRV48,588,551.58,18.96,20.46,True,0,0
RIDE8457,DRV18,429,469.61,13.52,13.36,True,0,0
RIDE8458,DRV32,341,361.96,19.23,18.69,True,1,0
RIDE8459,DRV1,935,1038.37,14.18,13.6,True,0,0
RIDE8460,DRV65,758,854.95,17.67,16.95,True,0,0
RIDE8461,DRV12,516,511.68,19.1,18.95,True,0,0
RIDE8462,DRV43,957,1080.68,2.67,2.75,True,1,0
RIDE8463,DRV3,981,949.22,6.5,6.81,False,0,0
RIDE8464,DRV68,513,769.13,16.59,25.44,False,1,1
RIDE8465,DRV9,644,621.1,13.16,14.24,True,0,0
RIDE8466,DRV32,494,509.42,6.49,6.29,True,1,0
RIDE8467,DRV76,371,377.08,5.42,5.22,False,1,0
RIDE8468,DRV4,592,637.34,5.11,5.52,True,0,0
RIDE8469,DRV74,522,507.97,1.84,2.0,False,0,0
RIDE8470,DRV94,384,418.96,12.9,12.69,True,0,0
RIDE8471,DRV56,105,109.94,5.99,6.51,True,0,0
RIDE8472,DRV82,839,1470.8,11.11,15.4,True,1,1
RIDE8473,DRV42,472,973.45,18.3,32.58,True,1,1
RIDE8474,DRV61,800,720.22,7.67,7.71,True,1,0
RIDE8475,DRV15,981,953.3,5.61,5.96,True,1,0
RIDE8476,DRV19,594,539.05,10.25,11.01,False,0,0
RIDE8477,DRV51,984,1122.69,14.72,15.36,True,0,0
RIDE8478,DRV46,687,739.91,8.78,8.98,True,0,0
RIDE8479,DRV21,828,789.59,6.81,7.21,True,0,0
RIDE8480,DRV95,995,990.4,16.02,17.14,True,1,0
RIDE8481,DRV33,332,325.18,7.91,8.48,True,0,0
RIDE8482,DRV67,308,295.09,18.33,17.59,True,0,0
RIDE8483,DRV86,759,767.29,3.27,3.42,True,0,0
RIDE8484,DRV79,332,566.13,17.29,34.04,True,1,1
RIDE8485,DRV39,878,986.52,11.06,11.83,True,0,0
RIDE8486,DRV44,975,1385.44,13.14,26.26,True,1,1
RIDE8487,DRV40,558,562.95,14.69,15.69,True,0,0
RIDE8488,DRV53,522,566.11,18.71,19.12,False,1,0
RIDE8489,DRV42,981,1664.98,7.99,11.82,False,1,1
RIDE8490,DRV2,253,483.92,16.95,32.68,True,1,1
RIDE8491,DRV29,252,264.27,6.99,6.91,False,0,0
RIDE8492,DRV73,764,865.1,7.09,7.54,False,0,0
RIDE8493,DRV94,250,226.63,1.91,2.05,True,0,0
RIDE8494,DRV58,522,495.78,8.13,7.83,False,1,0
RIDE8495,DRV47,397,851.19,7.5,11.43,False,1,1
RIDE8496,DRV70,198,215.54,6.68,6.63,True,0,0
RIDE8497,DRV66,998,921.0,19.24,20.94,False,0,0
RIDE8498,DRV22,894,979.26,10.94,11.25,True,0,0
RIDE8499,DRV77,571,607.13,12.03,12.76,True,0,0
RIDE8500,DRV58,595,677.12,6.51,6.29,True,0,0
RIDE8501,DRV39,823,861.33,12.35,11.76,True,1,0
RIDE8502,DRV47,273,273.13,17.71,17.8,True,1,0
RIDE8503,DRV84,810,770.39,6.04,6.61,True,0,0
RIDE8504,DRV73,190,278.47,6.71,12.18,True,1,1
RIDE8505,DRV71,549,618.89,10.23,11.14,False,0,0
RIDE8506,DRV80,218,207.29,13.92,14.99,False,0,0
RIDE8507,DRV33,894,1668.03,14.31,28.5,False,1,1
RIDE8508,DRV52,159,177.81,15.7,15.44,True,0,0
RIDE8509,DRV28,679,759.45,15.49,16.54,True,0,0
RIDE8510,DRV28,408,421.67,8.52,9.15,False,1,0
RIDE8511,DRV62,579,1184.32,6.25,11.22,False,1,1
RIDE8512,DRV48,397,359.23,17.87,18.12,True,1,0
RIDE8513,DRV33,442,457.91,12.89,12.95,True,0,0
RIDE8514,DRV23,537,601.45,1.01,1.06,True,0,0
RIDE8515,DRV82,746,846.87,17.61,18.46,True,0,0
RIDE8516,DRV62,191,186.38,7.88,7.68,True,0,0
RIDE8517,DRV17,982,1081.47,12.71,12.83,True,0,0
RIDE8518,DRV40,304,346.6,2.61,2.53,True,0,0
RIDE8519,DRV78,365,802.38,16.26,31.42,True,1,1
RIDE8520,DRV84,977,947.09,4.3,4.11,True,0,0
RIDE8521,DRV49,324,329.94,1.98,1.96,True,0,0
RIDE8522,DRV30,775,869.63,1.79,1.82,True,1,0
RIDE8523,DRV99,764,865.33,9.41,9.03,False,0,0
RIDE8524,DRV39,878,872.62,9.23,9.3,True,1,0
RIDE8525,DRV67,889,907.62,13.59,13.3,True,0,0
RIDE8526,DRV68,572,657.4,19.44,21.02,True,0,0
RIDE8527,DRV59,907,992.01,19.8,18.96,True,0,0
RIDE8528,DRV35,510,533.98,4.93,5.42,True,0,0
RIDE8529,DRV64,264,265.55,10.56,11.02,True,0,0
RIDE8530,DRV17,218,245.51,13.94,13.43,True,0,0
RIDE8531,DRV40,518,849.94,6.52,8.77,False,1,1
RIDE8532,DRV54,974,935.76,19.98,21.48,True,1,0
RIDE8533,DRV54,678,1033.75,2.04,2.94,True,1,1
RIDE8534,DRV78,328,330.98,19.88,20.46,True,1,0
RIDE8535,DRV26,220,236.57,13.8,15.16,False,0,0
RIDE8536,DRV25,548,846.68,6.35,11.28,True,1,1
RIDE8537,DRV41,691,662.29,2.04,2.13,True,0,0
RIDE8538,DRV22,867,995.3,12.37,13.4,False,0,0
RIDE8539,DRV34,308,326.56,17.64,17.14,True,1,0
RIDE8540,DRV58,910,851.04,15.09,16.24,True,0,0
RIDE8541,DRV67,323,618.5,17.96,30.96,False,1,1
RIDE8542,DRV84,671,754.28,5.27,5.21,False,0,0
RIDE8543,DRV41,927,926.15,12.61,13.28,False,0,0
RIDE8544,DRV44,991,1003.15,17.66,18.19,True,0,0
RIDE8545,DRV68,409,448.15,2.24,2.2,True,0,0
RIDE8546,DRV33,931,1038.78,6.77,6.78,True,0,0
RIDE8547,DRV93,880,877.73,17.96,17.38,True,1,0
RIDE8548,DRV65,362,407.52,4.21,4.49,False,0,0
RIDE8549,DRV50,216,214.43,11.83,12.8,True,0,0
RIDE8550,DRV60,822,743.58,10.36,9.89,True,1,0
RIDE8551,DRV74,463,441.6,10.25,10.44,True,0,0
RIDE8552,DRV24,829,747.93,17.91,17.21,False,0,0
RIDE8553,DRV87,772,872.99,4.83,5.26,True,1,0
RIDE8554,DRV52,493,880.74,6.15,10.09,False,1,1
RIDE8555,DRV79,156,251.96,16.96,22.34,True,1,1
RIDE8556,DRV12,657,620.47,9.13,9.06,True,1,0
RIDE8557,DRV1,225,233.01,5.61,5.97,False,0,0
RIDE8558,DRV98,744,814.0,16.24,15.86,True,1,0
RIDE8559,DRV68,502,947.43,9.19,15.58,False,1,1
RIDE8560,DRV3,464,433.42,3.71,3.92,True,0,0
RIDE8561,DRV20,800,841.84,11.07,10.85,True,0,0
RIDE8562,DRV47,972,994.45,1.98,1.93,False,0,0
RIDE8563,DRV33,896,980.96,1.95,2.09,True,0,0
RIDE8564,DRV24,414,654.94,9.17,17.13,True,1,1
RIDE8565,DRV21,880,1002.51,7.15,6.9,True,0,0
RIDE8566,DRV91,383,545.64,13.18,24.0,True,1,1
RIDE8567,DRV91,479,449.35,13.91,14.23,False,0,0
RIDE8568,DRV55,975,1038.61,13.94,13.94,True,0,0
RIDE8569,DRV22,300,495.11,16.38,21.6,True,1,1
RIDE8570,DRV99,653,715.79,15.06,16.46,True,0,0
RIDE8571,DRV44,885,902.57,2.43,2.48,True,1,0
RIDE8572,DRV74,654,655.03,5.01,5.28,True,0,0
RIDE8573,DRV46,977,916.04,6.6,6.73,True,0,0
RIDE8574,DRV69,719,771.68,19.72,20.92,False,0,0
RIDE8575,DRV98,364,784.1,18.67,35.07,True,1,1
RIDE8576,DRV28,886,823.16,6.16,6.59,True,0,0
RIDE8577,DRV1,302,314.27,7.56,8.15,False,1,0
RIDE8578,DRV96,289,313.25,19.8,21.3,False,1,0
RIDE8579,DRV53,963,920.01,5.02,5.29,True,0,0
RIDE8580,DRV82,810,1651.71,9.73,18.12,True,1,1
RIDE8581,DRV44,994,898.51,15.68,16.58,True,0,0
RIDE8582,DRV56,530,835.97,9.11,16.69,True,1,1
RIDE8583,DRV42,632,1321.6,7.17,13.47,False,1,1
RIDE8584,DRV69,312,358.46,10.26,10.09,True,1,0
RIDE8585,DRV43,657,717.84,19.66,20.96,True,0,0
RIDE8586,DRV16,303,324.18,1.77,1.83,True,1,0
RIDE8587,DRV93,932,927.27,1.77,1.8,True,1,0
RIDE8588,DRV23,313,685.81,10.07,18.53,True,1,1
RIDE8589,DRV100,475,457.71,13.55,14.0,False,0,0
RIDE8590,DRV2,356,541.67,6.53,12.49,True,1,1
RIDE8591,DRV60,692,1318.29,9.77,16.29,False,1,1
RIDE8592,DRV33,178,183.72,7.58,8.24,False,0,0
RIDE8593,DRV23,705,670.24,5.61,5.83,False,0,0
RIDE8594,DRV91,350,388.32,12.37,12.28,True,0,0
RIDE8595,DRV100,135,281.78,2.47,4.02,True,1,1
RIDE8596,DRV45,305,312.14,16.99,18.66,False,0,0
RIDE8597,DRV34,816,869.69,19.97,20.36,True,0,0
RIDE8598,DRV20,902,1014.68,7.93,8.58,True,0,0
RIDE8599,DRV64,675,687.06,12.59,12.35,True,0,0
RIDE8600,DRV71,750,684.15,2.07,2.08,True,0,0
RIDE8601,DRV54,523,530.8,19.59,18.85,False,0,0
RIDE8602,DRV58,137,208.52,2.6,3.44,True,1,1
RIDE8603,DRV25,707,1073.96,9.81,15.76,True,1,1
RIDE8604,DRV8,986,975.83,16.85,16.5,True,0,0
RIDE8605,DRV36,459,484.77,1.36,1.4,True,0,0
RIDE8606,DRV67,755,1192.07,12.59,16.89,False,1,1
RIDE8607,DRV77,233,213.03,1.72,1.71,True,0,0
RIDE8608,DRV3,191,196.54,16.76,16.78,False,0,0
RIDE8609,DRV66,680,1021.92,8.45,16.84,True,1,1
RIDE8610,DRV84,250,539.07,16.54,28.38,False,1,1
RIDE8611,DRV79,756,774.38,8.21,7.81,True,0,0
RIDE8612,DRV97,571,588.12,9.34,9.87,True,0,0
RIDE8613,DRV43,470,1017.6,15.99,29.63,True,1,1
RIDE8614,DRV76,579,1143.2,9.7,17.1,True,1,1
RIDE8615,DRV83,242,221.78,11.05,11.28,True,1,0
RIDE8616,DRV70,924,1008.47,13.62,13.76,False,1,0
RIDE8617,DRV9,268,501.18,4.2,8.14,True,1,1
RIDE8618,DRV38,626,569.6,14.33,14.54,True,1,0
RIDE8619,DRV57,553,613.15,17.94,18.34,False,0,0
RIDE8620,DRV6,899,1609.71,15.73,30.96,True,1,1
RIDE8621,DRV98,910,1009.05,14.0,13.84,True,1,0
RIDE8622,DRV29,921,966.91,8.55,8.98,True,0,0
RIDE8623,DRV24,174,302.71,4.04,6.22,True,1,1
RIDE8624,DRV37,244,246.49,14.43,14.76,True,0,0
RIDE8625,DRV80,632,569.53,6.3,6.75,True,0,0
RIDE8626,DRV92,477,442.6,9.56,9.76,True,1,0
RIDE8627,DRV70,626,1042.85,2.69,3.89,False,1,1
RIDE8628,DRV23,268,287.75,9.93,10.54,True,0,0
RIDE8629,DRV70,973,938.09,3.67,3.83,True,0,0
RIDE8630,DRV25,375,411.99,9.92,9.46,False,1,0
RIDE8631,DRV14,403,368.75,3.35,3.25,True,0,0
RIDE8632,DRV97,913,1956.16,10.51,18.67,True,1,1
RIDE8633,DRV52,621,570.45,13.98,13.4,True,0,0
RIDE8634,DRV18,269,308.6,6.36,6.2,False,0,0
RIDE8635,DRV38,592,1296.92,15.29,28.63,True,1,1
RIDE8636,DRV77,786,764.58,4.15,4.25,True,0,0
RIDE8637,DRV22,920,1039.05,13.13,13.08,True,1,0
RIDE8638,DRV6,973,916.84,13.59,13.46,True,1,0
RIDE8639,DRV55,999,1125.14,10.09,10.8,True,1,0
RIDE8640,DRV83,289,297.28,13.42,14.07,True,0,0
RIDE8641,DRV73,299,271.49,13.88,14.78,False,0,0
RIDE8642,DRV25,176,164.55,19.05,19.87,True,0,0
RIDE8643,DRV64,290,317.38,13.44,13.08,False,0,0
RIDE8644,DRV82,946,1443.69,5.46,7.36,False,1,1
RIDE8645,DRV5,993,926.77,9.43,9.77,True,0,0
RIDE8646,DRV53,471,433.13,19.54,20.7,True,0,0
RIDE8647,DRV84,964,1030.58,19.37,19.59,True,0,0
RIDE8648,DRV74,338,497.47,9.15,12.57,True,1,1
RIDE8649,DRV23,245,249.25,19.0,18.22,True,0,0
RIDE8650,DRV39,704,1537.61,15.16,29.29,True,1,1
RIDE8651,DRV40,859,954.8,2.65,2.85,True,1,0
RIDE8652,DRV98,560,877.2,11.36,21.35,True,1,1
RIDE8653,DRV9,964,972.89,17.97,17.45,True,0,0
RIDE8654,DRV81,747,773.55,2.18,2.22,True,0,0
RIDE8655,DRV98,238,267.65,5.99,6.27,True,1,0
RIDE8656,DRV33,136,132.17,3.53,3.42,True,1,0
RIDE8657,DRV42,699,1238.36,16.51,28.64,True,1,1
RIDE8658,DRV17,339,344.8,8.27,8.95,True,0,0
RIDE8659,DRV53,116,108.32,8.87,9.18,True,0,0
RIDE8660,DRV51,285,293.24,14.53,14.2,False,1,0
RIDE8661,DRV78,799,1697.94,13.21,22.96,True,1,1
RIDE8662,DRV2,852,909.19,11.67,11.55,True,1,0
RIDE8663,DRV87,762,1390.42,3.38,4.62,True,1,1
RIDE8664,DRV70,345,380.36,11.26,10.86,True,1,0
RIDE8665,DRV81,597,647.79,3.26,3.17,False,0,0
RIDE8666,DRV48,319,326.07,12.0,12.77,True,0,0
RIDE8667,DRV94,407,889.73,10.46,16.18,True,1,1
RIDE8668,DRV38,624,676.95,13.32,13.34,False,0,0
RIDE8669,DRV77,881,1284.76,11.21,15.77,True,1,1
RIDE8670,DRV60,241,249.41,4.55,4.99,True,0,0
RIDE8671,DRV76,395,365.83,5.93,6.22,True,1,0
RIDE8672,DRV70,674,1090.91,19.15,30.79,False,1,1
RIDE8673,DRV57,782,846.38,1.61,1.74,True,0,0
RIDE8674,DRV41,535,586.4,2.32,2.51,True,1,0
RIDE8675,DRV21,841,885.49,6.16,5.95,True,1,0
RIDE8676,DRV23,693,980.15,11.7,15.76,True,1,1
RIDE8677,DRV38,999,986.71,15.17,16.62,True,0,0
RIDE8678,DRV89,167,151.71,9.51,9.19,True,0,0
RIDE8679,DRV37,457,714.83,13.53,24.03,True,1,1
RIDE8680,DRV35,887,921.39,14.39,14.62,True,0,0
RIDE8681,DRV53,924,980.54,17.33,16.87,True,0,0
RIDE8682,DRV96,514,1095.83,3.46,6.25,True,1,1
RIDE8683,DRV41,871,821.92,1.51,1.66,True,1,0
RIDE8684,DRV76,449,460.93,7.61,7.29,True,0,0
RIDE8685,DRV17,703,775.39,18.07,18.72,False,0,0
RIDE8686,DRV67,740,1182.63,2.5,3.93,False,1,1
RIDE8687,DRV89,597,644.36,4.45,4.64,False,0,0
RIDE8688,DRV37,200,204.9,13.15,14.33,True,0,0
RIDE8689,DRV94,250,249.97,12.6,13.83,True,0,0
RIDE8690,DRV13,254,229.32,6.17,6.43,True,0,0
RIDE8691,DRV15,364,415.7,10.57,11.59,True,0,0
RIDE8692,DRV41,242,269.04,17.41,17.46,True,1,0
RIDE8693,DRV94,271,533.49,6.79,12.29,True,1,1
RIDE8694,DRV81,906,875.41,10.89,11.74,True,0,0
RIDE8695,DRV5,390,382.8,14.38,14.65,True,0,0
RIDE8696,DRV82,405,454.19,5.54,6.04,True,0,0
RIDE8697,DRV61,271,431.14,19.15,27.63,True,1,1
RIDE8698,DRV79,896,1827.81,5.41,10.48,True,1,1
RIDE8699,DRV20,600,614.2,4.71,4.95,True,1,0
RIDE8700,DRV44,121,114.53,5.67,5.42,True,0,0
RIDE8701,DRV4,875,924.9,11.76,11.94,True,0,0
RIDE8702,DRV62,886,886.15,6.79,6.54,True,1,0
RIDE8703,DRV79,621,1314.84,12.91,24.72,True,1,1
RIDE8704,DRV14,802,1671.32,2.81,3.92,True,1,1
RIDE8705,DRV79,735,698.88,9.37,9.85,False,0,0
RIDE8706,DRV56,481,1039.29,4.01,6.69,True,1,1
RIDE8707,DRV40,426,617.67,18.8,30.36,True,1,1
RIDE8708,DRV8,500,964.02,16.35,21.89,True,1,1
RIDE8709,DRV34,385,417.05,2.43,2.49,True,0,0
RIDE8710,DRV33,402,859.85,6.25,10.82,False,1,1
RIDE8711,DRV50,563,1108.66,10.89,19.55,True,1,1
RIDE8712,DRV44,396,843.82,12.59,18.26,True,1,1
RIDE8713,DRV19,920,950.98,17.4,16.97,True,0,0
RIDE8714,DRV56,769,803.35,15.3,16.67,True,0,0
RIDE8715,DRV49,489,458.13,16.89,17.57,False,0,0
RIDE8716,DRV71,782,1671.01,2.58,3.73,True,1,1
RIDE8717,DRV24,570,584.21,18.48,17.73,True,1,0
RIDE8718,DRV72,911,1990.51,16.66,32.84,True,1,1
RIDE8719,DRV82,639,624.62,8.82,9.33,True,0,0
RIDE8720,DRV42,653,634.1,14.36,14.18,True,0,0
RIDE8721,DRV57,460,644.05,14.45,27.67,True,1,1
RIDE8722,DRV87,598,648.16,2.83,2.99,True,1,0
RIDE8723,DRV51,780,893.11,8.15,8.71,True,0,0
RIDE8724,DRV99,469,845.47,16.49,29.25,True,1,1
RIDE8725,DRV49,825,875.11,13.52,12.93,True,0,0
RIDE8726,DRV31,792,1414.01,15.87,25.97,False,1,1
RIDE8727,DRV28,236,269.22,11.97,13.02,True,1,0
RIDE8728,DRV40,382,438.15,2.21,2.32,True,1,0
RIDE8729,DRV18,256,237.27,9.72,10.45,True,0,0
RIDE8730,DRV27,624,1351.25,5.45,10.63,True,1,1
RIDE8731,DRV58,686,677.52,5.26,5.71,True,1,0
RIDE8732,DRV34,871,937.1,18.25,19.91,False,1,0
RIDE8733,DRV37,548,566.63,4.97,5.08,True,0,0
RIDE8734,DRV13,468,711.91,16.86,31.62,True,1,1
RIDE8735,DRV27,345,355.49,2.17,2.32,False,0,0
RIDE8736,DRV55,757,812.75,2.03,2.07,False,0,0
RIDE8737,DRV83,588,568.89,2.12,2.15,True,0,0
RIDE8738,DRV3,789,831.51,8.39,8.02,False,0,0
RIDE8739,DRV17,138,157.12,15.44,15.99,True,0,0
RIDE8740,DRV81,901,901.27,5.53,5.74,True,1,0
RIDE8741,DRV57,506,1022.24,8.71,16.38,True,1,1
RIDE8742,DRV7,549,606.09,9.58,10.08,True,1,0
RIDE8743,DRV64,528,586.22,10.1,10.87,False,0,0
RIDE8744,DRV70,1000,937.91,1.51,1.61,True,1,0
RIDE8745,DRV67,296,322.06,15.46,16.37,True,0,0
RIDE8746,DRV96,697,730.34,5.02,4.93,True,0,0
RIDE8747,DRV48,616,635.08,7.15,7.28,False,1,0
RIDE8748,DRV97,936,907.86,2.88,2.97,True,1,0
RIDE8749,DRV98,469,838.08,19.56,27.53,True,1,1
RIDE8750,DRV14,353,384.8,15.61,16.04,False,0,0
RIDE8751,DRV26,377,370.06,8.93,8.71,True,0,0
RIDE8752,DRV56,526,1000.31,11.45,15.19,True,1,1
RIDE8753,DRV77,450,810.66,16.35,28.5,True,1,1
RIDE8754,DRV83,597,586.92,6.03,5.87,True,0,0
RIDE8755,DRV69,854,1861.71,14.53,22.32,True,1,1
RIDE8756,DRV89,551,1086.42,10.42,18.58,True,1,1
RIDE8757,DRV82,479,714.33,15.24,23.06,False,1,1
RIDE8758,DRV46,771,1657.24,15.51,29.84,True,1,1
RIDE8759,DRV6,456,934.52,5.21,8.84,True,1,1
RIDE8760,DRV96,677,667.73,15.79,16.27,True,1,0
RIDE8761,DRV50,803,753.34,16.98,16.28,True,0,0
RIDE8762,DRV59,872,883.32,13.54,14.8,True,0,0
RIDE8763,DRV40,539,597.24,9.54,9.1,True,0,0
RIDE8764,DRV96,415,464.28,10.07,9.98,False,0,0
RIDE8765,DRV84,414,383.41,11.87,11.5,True,0,0
RIDE8766,DRV57,863,786.34,9.23,9.94,True,0,0
RIDE8767,DRV40,802,1416.1,18.12,31.69,True,1,1
RIDE8768,DRV64,852,941.25,17.77,18.33,True,0,0
RIDE8769,DRV18,295,606.18,5.52,9.31,True,1,1
RIDE8770,DRV48,970,953.38,6.1,6.47,True,1,0
RIDE8771,DRV3,775,1404.86,5.04,7.68,True,1,1
RIDE8772,DRV11,669,695.21,15.31,16.06,False,1,0
RIDE8773,DRV23,223,226.86,3.58,3.84,True,0,0
RIDE8774,DRV42,389,830.99,5.56,10.65,False,1,1
RIDE8775,DRV63,636,675.04,15.85,17.19,True,0,0
RIDE8776,DRV61,474,434.03,12.02,13.0,True,0,0
RIDE8777,DRV22,279,540.65,1.52,3.03,False,1,1
RIDE8778,DRV42,563,520.51,16.43,17.09,False,0,0
RIDE8779,DRV35,584,664.17,11.64,12.78,True,0,0
RIDE8780,DRV37,187,191.94,4.34,4.44,True,0,0
RIDE8781,DRV88,879,834.68,18.02,17.41,True,0,0
RIDE8782,DRV67,407,748.7,8.69,11.6,True,1,1
RIDE8783,DRV21,657,669.8,14.93,14.99,False,1,0
RIDE8784,DRV42,242,231.76,16.25,16.4,False,0,0
RIDE8785,DRV32,780,870.99,14.59,14.6,True,0,0
RIDE8786,DRV72,310,285.5,9.17,9.68,True,1,0
RIDE8787,DRV45,391,377.77,19.49,19.45,True,0,0
RIDE8788,DRV77,864,930.18,17.78,18.25,True,0,0
RIDE8789,DRV78,354,613.08,7.65,14.28,True,1,1
RIDE8790,DRV7,517,555.95,16.54,17.44,True,0,0
RIDE8791,DRV46,349,390.21,5.29,5.05,True,0,0
RIDE8792,DRV48,241,235.27,2.49,2.41,True,0,0
RIDE8793,DRV58,607,583.81,19.69,20.21,True,0,0
RIDE8794,DRV60,754,745.74,19.42,20.68,True,0,0
RIDE8795,DRV3,675,983.51,2.28,3.78,True,1,1
RIDE8796,DRV54,446,408.62,8.0,8.26,True,1,0
RIDE8797,DRV29,714,1238.18,11.51,16.69,True,1,1
RIDE8798,DRV58,286,535.82,15.8,22.35,False,1,1
RIDE8799,DRV32,123,225.94,13.47,26.78,False,1,1
RIDE8800,DRV92,379,365.18,6.71,6.89,True,0,0
RIDE8801,DRV47,180,163.78,12.09,11.7,False,0,0
RIDE8802,DRV13,178,181.64,10.33,10.87,True,0,0
RIDE8803,DRV10,873,841.26,16.84,16.35,True,0,0
RIDE8804,DRV6,537,528.91,10.01,9.97,True,1,0
RIDE8805,DRV82,389,411.76,10.09,10.68,False,1,0
RIDE8806,DRV91,259,294.23,19.32,18.88,True,0,0
RIDE8807,DRV6,427,721.34,14.51,22.87,True,1,1
RIDE8808,DRV8,570,625.08,7.68,7.35,False,0,0
RIDE8809,DRV2,769,803.75,7.6,8.31,True,0,0
RIDE8810,DRV47,381,399.76,14.62,14.71,True,0,0
RIDE8811,DRV51,937,1042.28,13.11,13.01,True,0,0
RIDE8812,DRV18,342,542.18,7.61,10.54,True,1,1
RIDE8813,DRV96,601,586.03,9.95,9.64,True,0,0
RIDE8814,DRV97,325,324.21,16.99,18.37,True,0,0
RIDE8815,DRV46,457,421.38,12.34,12.2,True,1,0
RIDE8816,DRV18,1000,1078.5,11.78,11.94,False,0,0
RIDE8817,DRV27,553,507.13,18.94,19.89,True,0,0
RIDE8818,DRV24,284,256.64,10.03,9.89,True,0,0
RIDE8819,DRV7,112,128.02,15.39,16.08,True,0,0
RIDE8820,DRV36,985,1587.52,11.27,21.61,False,1,1
RIDE8821,DRV85,208,215.11,1.09,1.17,True,0,0
RIDE8822,DRV73,854,1850.89,6.71,12.2,True,1,1
RIDE8823,DRV13,727,691.7,17.08,16.49,True,0,0
RIDE8824,DRV5,443,424.28,18.84,19.4,True,0,0
RIDE8825,DRV45,700,1321.69,9.33,14.55,True,1,1
RIDE8826,DRV33,473,447.25,16.78,16.74,True,1,0
RIDE8827,DRV58,373,404.98,19.86,20.67,False,0,0
RIDE8828,DRV90,880,854.29,3.2,3.31,True,0,0
RIDE8829,DRV41,404,457.99,14.4,14.33,True,0,0
RIDE8830,DRV86,759,740.38,13.8,15.0,True,1,0
RIDE8831,DRV60,791,776.01,15.21,14.95,False,0,0
RIDE8832,DRV56,281,400.95,17.96,26.33,True,1,1
RIDE8833,DRV65,973,1968.02,6.4,9.09,True,1,1
RIDE8834,DRV9,912,1470.11,10.83,17.24,True,1,1
RIDE8835,DRV52,761,734.13,18.57,17.83,True,0,0
